20250602 021400;5894.5;5894.5;5893.5;5893.75;80
20250602 021500;5893.5;5893.5;5892.25;5893;207
20250602 021600;5892.75;5894;5892.25;5893.75;139
20250602 021700;5893.75;5894.25;5892.5;5893.5;168
20250602 021800;5893.5;5893.5;5891.75;5892;227
20250602 021900;5892;5893.5;5891.5;5893;185
20250602 022000;5893;5893;5892.25;5892.5;173
20250602 022100;5892.5;5893.25;5891;5893.25;348
20250602 022200;5893.25;5893.75;5892.75;5893.75;136
20250602 022300;5893.75;5895;5893.5;5895;298
20250602 022400;5895;5895.25;5894.75;5895;136
20250602 022500;5895;5895.75;5894.75;5895.5;135
20250602 022600;5895.5;5895.75;5894.75;5894.75;122
20250602 022700;5894.5;5896;5894.25;5895;252
20250602 022800;5895;5895;5894.5;5894.5;78
20250602 022900;5894.75;5895.25;5894.75;5895.25;62
20250602 023000;5895;5895.5;5894;5894.75;137
20250602 023100;5894.5;5895.25;5894.25;5894.75;95
20250602 023200;5894.75;5895.25;5894.5;5895;44
20250602 023300;5895;5895.75;5895;5895.25;94
20250602 023400;5895;5895.25;5894.75;5895;29
20250602 023500;5895.5;5896;5895.25;5895.25;139
20250602 023600;5895.5;5895.5;5895.25;5895.5;60
20250602 023700;5896;5896.25;5895.5;5895.5;93
20250602 023800;5895.75;5897.5;5895.5;5897.25;251
20250602 023900;5897.5;5897.75;5897.25;5897.5;189
20250602 024000;5897.5;5897.75;5896.75;5897.25;153
20250602 024100;5897.5;5897.5;5897;5897.25;73
20250602 024200;5897.25;5897.75;5896.75;5897.5;94
20250602 024300;5897.75;5898;5897.25;5897.25;46
20250602 024400;5897.25;5898;5897.25;5897.75;126
20250602 024500;5897.5;5897.75;5897.25;5897.25;45
20250602 024600;5897.5;5897.5;5896.5;5897;136
20250602 024700;5896.75;5898.25;5896.75;5898.25;110
20250602 024800;5898.25;5898.75;5898;5898;139
20250602 024900;5898;5898.25;5897.75;5897.75;62
20250602 025000;5898;5898;5896.75;5896.75;87
20250602 025100;5897;5897.5;5896.75;5896.75;118
20250602 025200;5897;5897.5;5896.75;5897.5;59
20250602 025300;5897.25;5897.25;5895.25;5895.5;386
20250602 025400;5895.25;5897;5895;5896.75;177
20250602 025500;5897;5897;5896;5896.25;80
20250602 025600;5896.25;5896.75;5895.75;5895.75;45
20250602 025700;5896;5896;5895.5;5895.5;41
20250602 025800;5895.5;5896;5895;5896;86
20250602 025900;5895.5;5896;5894.5;5894.5;212
20250602 030000;5894.75;5895;5894.25;5894.75;178
20250602 030100;5894.75;5894.75;5892.75;5893.5;352
20250602 030200;5893;5893.75;5892.25;5892.5;347
20250602 030300;5892.75;5892.75;5890.5;5891.25;454
20250602 030400;5891.25;5892.25;5891;5892.25;155
20250602 030500;5892.25;5893.5;5892;5892;168
20250602 030600;5892;5892.25;5889.5;5890;544
20250602 030700;5890;5890.25;5887.25;5888.25;706
20250602 030800;5888.25;5888.5;5887;5887;419
20250602 030900;5887.25;5888.75;5886.75;5888.25;452
20250602 031000;5888.5;5888.5;5887.75;5888.25;148
20250602 031100;5888.5;5890.25;5888;5889.75;211
20250602 031200;5889.5;5889.75;5889;5889.5;103
20250602 031300;5889.75;5890;5889.5;5889.75;45
20250602 031400;5889.5;5889.5;5888.75;5889;142
20250602 031500;5889;5889.75;5888.5;5888.75;127
20250602 031600;5888.75;5889;5888.25;5888.75;92
20250602 031700;5888.75;5890.25;5888.75;5890;101
20250602 031800;5890;5890.75;5889.25;5890.5;207
20250602 031900;5890.5;5890.5;5889.75;5890;61
20250602 032000;5890.25;5890.25;5889.75;5889.75;71
20250602 032100;5890;5892;5889.5;5891.5;292
20250602 032200;5891.75;5892.5;5891.25;5892;208
20250602 032300;5892;5892.25;5891.75;5892.25;85
20250602 032400;5892.25;5892.25;5890.5;5891;230
20250602 032500;5891.25;5891.5;5890.75;5891;88
